,test_pos,test_neg,train_pos,train_neg
172,tt0082084,tt0411674,tt0087951,tt0283974
173,tt0082084,tt0411674,tt0087951,tt0283974
174,tt0082084,tt0411674,tt0087951,tt0283974
175,tt0141831,tt0411674,tt0087951,tt0283974
176,tt0141831,tt0411674,tt0087951,tt0283974
177,tt0141831,tt0411674,tt0087951,tt0283974
178,tt0119213,tt0411674,tt0087951,tt0283974
179,tt0119213,tt0411674,tt0151604,tt0283974
180,tt0119213,tt0411674,tt0151604,tt0283974
181,tt0050634,tt0029836,tt0151604,tt0283974
182,tt0050634,tt0029836,tt0151604,tt0283974
183,tt0050634,tt0402014,tt0019379,tt0048055
184,tt0050634,tt0402590,tt0019379,tt0048055
185,tt0050634,tt0109576,tt0019379,tt0048055
186,tt0050634,tt0109576,tt0019379,tt0048055
187,tt0050634,tt0073906,tt0019379,tt0105265
188,tt0050634,tt0073906,tt0019379,tt0105265
189,tt0050634,tt0073906,tt0019379,tt0105265
190,tt0050634,tt0119848,tt0019379,tt0105265
191,tt0050634,tt0119848,tt0019379,tt0105265
192,tt0050634,tt0119848,tt0019379,tt0105265
193,tt0050634,tt0079261,tt0019379,tt0105265
194,tt0050634,tt0079261,tt0019379,tt0092527
195,tt0050634,tt0079261,tt0019379,tt0092527
196,tt0050634,tt0079261,tt0019379,tt0092527
197,tt0050634,tt0079261,tt0019379,tt0092527
198,tt0050634,tt0025227,tt0019379,tt0092527
199,tt0050634,tt0025227,tt0019379,tt0094643
200,tt0050634,tt0252103,tt0019379,tt0094643
201,tt0050634,tt0804502,tt0019379,tt0443057
202,tt0050634,tt0913354,tt0073766,tt0070359
203,tt0050634,tt0913354,tt0073766,tt0070359
204,tt0050634,tt0913354,tt0073766,tt0716825
205,tt0050634,tt0913354,tt0073766,tt0076299
206,tt0050634,tt0913354,tt0073766,tt0335179
207,tt0050634,tt0913354,tt0073766,tt0079813
208,tt0050634,tt0913354,tt0073766,tt0079813
209,tt0050634,tt0913354,tt0073766,tt0080756
210,tt0050634,tt0913354,tt0073766,tt0086946
211,tt0083466,tt0913354,tt0073766,tt0086946
212,tt0083466,tt0913354,tt0073766,tt0086946
213,tt0083466,tt0913354,tt0073766,tt0484437
214,tt0083466,tt0913354,tt0073766,tt0484437
215,tt0083466,tt0913354,tt0073766,tt0484437
216,tt0083466,tt0913354,tt0073766,tt0484437
217,tt0083466,tt0913354,tt0073766,tt0484437
218,tt0083466,tt0913354,tt0073766,tt0484437
219,tt0083466,tt0913354,tt0073766,tt0484437
220,tt0083466,tt0913354,tt0073766,tt0245407
221,tt0083466,tt0913354,tt0073766,tt0245407
222,tt0083466,tt0913354,tt0073766,tt0245407
223,tt0083466,tt0913354,tt0073766,tt0245407
224,tt0083466,tt0913354,tt0073766,tt0245407
225,tt0083466,tt0089160,tt0031999,tt0245407
226,tt0083466,tt0089160,tt0099300,tt0245407
227,tt0083466,tt0219854,tt0099300,tt0245407
228,tt0083466,tt0219854,tt0099300,tt0245407
229,tt0083466,tt0219854,tt0099300,tt0245407
230,tt0036723,tt0219854,tt0099300,tt0245407
231,tt0036723,tt0219854,tt0213446,tt0245407
232,tt0036723,tt0219854,tt0213446,tt0245407
233,tt0036723,tt0219854,tt0213446,tt0245407
234,tt0036723,tt0219854,tt0213446,tt0245407
235,tt0036723,tt0219854,tt0213446,tt0264366
236,tt0036723,tt0219854,tt0213446,tt0086190
237,tt0036723,tt0050717,tt0213446,tt0365485
238,tt0036723,tt0050717,tt0213446,tt0494290
239,tt0036723,tt0050717,tt0277941,tt0494290
240,tt0036723,tt0050717,tt0277941,tt0494290
241,tt0036723,tt0050717,tt0277941,tt0494290
242,tt0036723,tt0050717,tt0277941,tt0365390
243,tt0036723,tt0050717,tt0277941,tt0365390
244,tt0036723,tt0050717,tt0277941,tt0026110
245,tt0036723,tt0050717,tt0277941,tt0272202
246,tt0036723,tt0050717,tt0277941,tt0272202
247,tt0036723,tt0050717,tt0277941,tt0361179
248,tt0036723,tt0050717,tt0277941,tt0087056
249,tt0036723,tt0050717,tt0277941,tt0087056
250,tt0036723,tt0050717,tt0277941,tt0087056
251,tt0036723,tt0050717,tt0277941,tt0087056
252,tt0036723,tt0050717,tt0277941,tt0087056
253,tt0159569,tt0050717,tt0277941,tt0425661
254,tt0159569,tt0050717,tt0277941,tt0211938
255,tt0159569,tt0154506,tt0277941,tt0211938
256,tt0159569,tt0023153,tt0277941,tt0211938
257,tt0253016,tt0023153,tt0029656,tt0211938
258,tt0253016,tt0268401,tt0029656,tt0211938
259,tt0253016,tt0268401,tt0247993,tt0211938
260,tt0253016,tt0268401,tt0247993,tt0211938
261,tt0253016,tt0268401,tt0247993,tt0211938
262,tt0253016,tt0395616,tt0247993,tt0211938
263,tt0253016,tt0395616,tt0182225,tt0211938
264,tt0253016,tt0089603,tt0182225,tt0211938
265,tt0253016,tt0349903,tt0182225,tt0162128
266,tt0253016,tt0349903,tt0182225,tt0161032
267,tt0114182,tt0349903,tt0182225,tt0161032
268,tt0114182,tt0349903,tt0846119,tt0374240
269,tt0114182,tt0349903,tt0846119,tt0374240
270,tt0114182,tt0349903,tt0846119,tt0374240
271,tt0094036,tt0349903,tt0760179,tt0374240
272,tt0094036,tt0349903,tt0760179,tt0374240
273,tt0094036,tt0349903,tt0760179,tt0036515
274,tt0094036,tt0349903,tt0760179,tt0036515
275,tt0094036,tt0349903,tt0760179,tt0036515
276,tt0291257,tt0349903,tt0276592,tt0036515
277,tt0291257,tt0349903,tt0276592,tt0036515
278,tt0291257,tt0349903,tt0276592,tt0554587
279,tt0291257,tt0349903,tt0276592,tt0554587
280,tt0291257,tt0349903,tt0276592,tt0554587
281,tt0291257,tt0349903,tt0276592,tt0554587
282,tt0071068,tt0349903,tt0276592,tt0554587
283,tt0071068,tt0349903,tt0413559,tt0091065
284,tt0071068,tt0349903,tt0413559,tt0091065
285,tt0071068,tt0349903,tt0785025,tt0091065
286,tt0460834,tt0349903,tt0785025,tt0091065
287,tt0460834,tt0362820,tt0785025,tt0079256
288,tt0460834,tt0362820,tt0785025,tt0102210
289,tt0460834,tt0362820,tt0785025,tt0102210
290,tt0078788,tt0362820,tt0785025,tt0102210
291,tt0078788,tt0362820,tt0272950,tt0100946
292,tt0078788,tt0362820,tt0272950,tt0100946
293,tt0078788,tt0362820,tt0083189,tt0207093
294,tt0078788,tt0362820,tt0083189,tt0207093
295,tt0078788,tt0125034,tt0083189,tt0260481
296,tt0078788,tt0125034,tt0083189,tt0260481
297,tt0078788,tt0125034,tt0083189,tt0260481
298,tt0078788,tt0166219,tt0083189,tt0116024
299,tt0078788,tt0166219,tt0083189,tt0116024
300,tt0078788,tt0244782,tt0083189,tt0049432
301,tt0078788,tt0244782,tt0083189,tt0125459
302,tt0078788,tt0244782,tt0083189,tt0125459
303,tt0078788,tt0439179,tt0083189,tt0090799
304,tt0078788,tt0439179,tt0083189,tt0101388
305,tt0078788,tt0439179,tt0083189,tt0096870
306,tt0078788,tt0439179,tt0083189,tt0096870
307,tt0078788,tt0433624,tt0083189,tt0096870
308,tt0078788,tt0433624,tt0363018,tt0096870
309,tt0078788,tt0433624,tt0363018,tt0096870
310,tt0078788,tt0433624,tt0363018,tt0096870
311,tt0078788,tt0301353,tt0363018,tt0096870
312,tt0078788,tt0113449,tt0138277,tt0096870
313,tt0078788,tt0113449,tt0138277,tt0096870
314,tt0078788,tt0113449,tt0138277,tt0096870
315,tt0078788,tt0113449,tt0138277,tt0096870
316,tt0078788,tt0113449,tt0138277,tt0096870
317,tt0078788,tt0113449,tt0138277,tt0096870
318,tt0078788,tt0113449,tt0061834,tt0096870
319,tt0078788,tt0113449,tt0061834,tt0096870
320,tt0312859,tt0113449,tt0061834,tt0096870
321,tt0312859,tt0113449,tt0061834,tt0096870
322,tt0312859,tt0113449,tt0061834,tt0096870
323,tt0312859,tt0113449,tt0061834,tt0096870
324,tt0312859,tt0113449,tt0061834,tt0096870
325,tt0312859,tt0113449,tt0061834,tt0096870
326,tt0312859,tt0113449,tt0061834,tt0096870
327,tt0312859,tt0113449,tt0061834,tt0096870
328,tt0312859,tt0113449,tt0061834,tt0096870
329,tt0312859,tt0113449,tt0064750,tt0096870
330,tt0312859,tt0113449,tt0064750,tt0096870
331,tt0312859,tt0113449,tt0064750,tt0096870
332,tt0312859,tt0113449,tt0064750,tt0096870
333,tt0312859,tt0840359,tt0064750,tt0091129
334,tt0312859,tt0840359,tt0064750,tt0091129
335,tt0312859,tt0840359,tt0064750,tt0091129
336,tt0312859,tt0840359,tt0064750,tt0091129
337,tt0312859,tt0840359,tt0206187,tt0091129
338,tt0312859,tt0840359,tt0206187,tt0091129
339,tt0312859,tt0840359,tt0206187,tt0091129
340,tt0312859,tt0840359,tt0242998,tt0091129
341,tt0312859,tt0840359,tt0242998,tt0314766
342,tt0312859,tt0840359,tt0242998,tt0314766
343,tt0312859,tt0840359,tt0242998,tt0314766
344,tt0312859,tt0840359,tt0242998,tt0314766
345,tt0076478,tt0840359,tt0242998,tt0314766
346,tt0076478,tt0103434,tt0242998,tt0314766
347,tt0076478,tt0081467,tt0242998,tt0803890
348,tt0076478,tt0081467,tt0242998,tt0113501
349,tt0879874,tt0081467,tt0242998,tt0113501
350,tt0879874,tt0081467,tt0242998,tt0113501
351,tt0879874,tt0174163,tt0242998,tt0113501
352,tt0879874,tt0020081,tt0242998,tt0113501
353,tt0879874,tt0020081,tt0242998,tt0113501
354,tt0879874,tt0020081,tt0242998,tt0113501
355,tt0879874,tt0103882,tt0400944,tt0113501
356,tt0902952,tt0046081,tt0400944,tt0113501
357,tt0902952,tt0259932,tt0400944,tt0113501
358,tt0005077,tt0259932,tt0088939,tt0113501
359,tt0005077,tt0048347,tt0088939,tt0113501
360,tt0044079,tt0101656,tt0088939,tt0107604
361,tt0044079,tt0159752,tt0088939,tt0107604
362,tt0044079,tt0159752,tt0088939,tt0161743
363,tt0044079,tt0159752,tt0088939,tt0161743
364,tt0044079,tt0159752,tt0088939,tt0087171
365,tt0044079,tt0159752,tt0088939,tt0087171
366,tt0044079,tt0159752,tt0088939,tt0109287
367,tt0044079,tt0476614,tt0088939,tt0109287
368,tt0044079,tt0419146,tt0088939,tt0109287
369,tt0044079,tt0394894,tt0088939,tt0109287
370,tt0044079,tt0114537,tt0088939,tt0109287
371,tt0044079,tt0114537,tt0088939,tt0109287
372,tt0044079,tt0114537,tt0088939,tt0109287
373,tt0044079,tt0116120,tt0088939,tt0109287
374,tt0044079,tt0116120,tt0088939,tt0109287
375,tt0044079,tt0101412,tt0088939,tt0211359
376,tt0044079,tt0101412,tt0088939,tt0211359
377,tt0044079,tt0101412,tt0088939,tt0189340
378,tt0044079,tt0101412,tt0088939,tt0189340
379,tt0044079,tt0101412,tt0088939,tt0256692
380,tt0044079,tt0101412,tt0088939,tt0256692
381,tt0044079,tt0096657,tt0088939,tt0256692
382,tt0044079,tt0099637,tt0088939,tt0256692
383,tt0044079,tt0099637,tt0088939,tt0244684
384,tt0044079,tt0099637,tt0088939,tt0244684
385,tt0044079,tt0223005,tt0088939,tt0244684
386,tt0044079,tt0223005,tt0286098,tt0244684
387,tt0044079,tt0223005,tt0286098,tt0244684
388,tt0044079,tt0223005,tt0286098,tt0428082
389,tt0044079,tt0223005,tt0286098,tt0428082
390,tt0388784,tt0095846,tt0286098,tt0428082
391,tt0388784,tt0062141,tt0286098,tt0428082
392,tt0388784,tt0138992,tt0286098,tt0114095
393,tt0049431,tt0343172,tt0286098,tt0114095
394,tt0049431,tt0343172,tt0286098,tt0869977
395,tt0049431,tt0343172,tt0286098,tt0080596
396,tt0049431,tt0224102,tt0286098,tt0080596
397,tt0049431,tt0428427,tt0286098,tt0080596
398,tt0049431,tt0067445,tt0286098,tt0708446
399,tt0049431,tt0067445,tt0286098,tt0164052
400,tt0114504,tt0370295,tt0286098,tt0164052
401,tt0114504,tt0370295,tt0286098,tt0164052
402,tt0037620,tt0370295,tt0286098,tt0164052
403,tt0037620,tt0370295,tt0286098,tt0164052
404,tt0037620,tt0370295,tt0286098,tt0164052
405,tt0098746,tt0370295,tt0286098,tt0164052
406,tt0034389,tt0370295,tt0286098,tt0164052
407,tt0034389,tt0370295,tt0286098,tt0164052
408,tt0034389,tt0808151,tt0286098,tt0164052
409,tt0034389,tt0808151,tt0286098,tt0164052
410,tt0034389,tt0808151,tt0286098,tt0164052
411,tt0083973,tt0808151,tt0286098,tt0164052
412,tt0083973,tt0808151,tt0352426,tt0164052
413,tt0083973,tt0808151,tt0028108,tt0164052
414,tt0319477,tt0808151,tt0028108,tt0164052
415,tt0319477,tt0808151,tt0028108,tt0164052
416,tt0319477,tt0808151,tt0028108,tt0164052
417,tt0319477,tt0808151,tt0028108,tt0164052
418,tt0319477,tt0808151,tt0028108,tt0164052
419,tt0319477,tt0808151,tt0028108,tt0164052
420,tt0319477,tt0808151,tt0028108,tt0393597
421,tt0319477,tt0808151,tt0028108,tt0393597
422,tt0319477,tt0120350,tt0028108,tt0393597
423,tt0319477,tt0065948,tt0050135,tt0393597
424,tt0319477,tt0112999,tt0050135,tt0393597
425,tt0319477,tt0112999,tt0050135,tt0393597
426,tt0319477,tt0112999,tt0050135,tt0393597
427,tt0319477,tt0118604,tt0101811,tt0115907
428,tt0319477,tt0118604,tt0101811,tt0115907
429,tt0319477,tt0118604,tt0101811,tt0115907
430,tt0319477,tt0118604,tt0101811,tt0115907
431,tt0319477,tt0118604,tt0101811,tt0115907
432,tt0046999,tt0118604,tt0101811,tt0115907
433,tt0046999,tt0118604,tt0101811,tt0115907
434,tt0046999,tt0118604,tt0101811,tt0828154
435,tt0046999,tt0118604,tt0101811,tt0828154
436,tt0046999,tt0118604,tt0101811,tt0828154
437,tt0046999,tt0118604,tt0101811,tt0319147
438,tt0046999,tt0118604,tt0101811,tt0065854
439,tt0046999,tt0118604,tt0101811,tt0105986
440,tt0046999,tt0118604,tt0101811,tt0439695
441,tt0046999,tt0118604,tt0101811,tt0421306
442,tt0046999,tt0118604,tt0101811,tt0337635
443,tt0046999,tt0118604,tt0101811,tt0298131
444,tt0320689,tt0118604,tt0101811,tt0298131
445,tt0320689,tt0118604,tt0101811,tt0298131
446,tt0320689,tt0118604,tt0101811,tt0298131
447,tt0320689,tt0118604,tt0101811,tt0321018
448,tt0052950,tt0088550,tt0101811,tt0321018
449,tt0052950,tt0088550,tt0101811,tt0321018
450,tt0052950,tt0088550,tt0101811,tt0321018
451,tt0052950,tt0084969,tt0101811,tt0093565
452,tt0052950,tt0436992,tt0101811,tt0093565
453,tt0052950,tt0436992,tt0101811,tt0093565
454,tt0052950,tt0805435,tt0101811,tt0093565
455,tt0052950,tt0805435,tt0101811,tt0093565
456,tt0052950,tt0805435,tt0101811,tt0028057
457,tt0052950,tt0041717,tt0935787,tt0028057
458,tt0052950,tt0041717,tt0935787,tt0893509
459,tt0052950,tt0043288,tt0935787,tt0893509
460,tt0052950,tt0101675,tt0935787,tt0893509
461,tt0052950,tt0101675,tt0105631,tt0893509
462,tt0425659,tt0101675,tt0211492,tt0893509
463,tt0425659,tt0067227,tt0211492,tt0893509
464,tt0425659,tt0086525,tt0211492,tt0893509
465,tt0425659,tt0976022,tt0211492,tt0893509
466,tt0425659,tt0976022,tt0211492,tt0893509
467,tt0425659,tt0976022,tt0211492,tt0893509
468,tt0425659,tt0976022,tt0211492,tt0081695
469,tt0425659,tt0976022,tt0211492,tt0081695
470,tt0425659,tt0976022,tt0211492,tt0081695
471,tt0425659,tt0976022,tt0211492,tt0081695
472,tt0425659,tt0384312,tt0211492,tt0081695
473,tt0425659,tt0384312,tt0211492,tt0081695
474,tt0425659,tt0384312,tt0211492,tt0082508
475,tt0425659,tt0384312,tt0211492,tt0082508
476,tt0425659,tt0384312,tt0211492,tt0082508
477,tt0425659,tt0384312,tt0211492,tt0030007
478,tt0425659,tt0384312,tt0211492,tt0030007
479,tt0425659,tt0384312,tt0211492,tt0030007
480,tt0425659,tt0384312,tt0211492,tt0030007
481,tt0187283,tt0072895,tt0211492,tt0030007
482,tt0187283,tt0072895,tt0211492,tt0123385
483,tt0187283,tt0072895,tt0211492,tt0123385
484,tt0187283,tt0119009,tt0211492,tt0123385
485,tt0346802,tt0120907,tt0211492,tt0123385
486,tt0346802,tt0387462,tt0211492,tt0123385
487,tt0346802,tt0387462,tt0211492,tt0123385
488,tt0346802,tt0040781,tt0211492,tt0123385
489,tt0120611,tt0964510,tt0211492,tt0123385
490,tt0120611,tt0202470,tt0211492,tt0123385
491,tt0120611,tt0202470,tt0273025,tt0123385
492,tt0120611,tt0202470,tt0286610,tt0123385
493,tt0120611,tt0202470,tt0286610,tt0235751
494,tt0120611,tt0202470,tt0286610,tt0100666
495,tt0120611,tt0202470,tt0286610,tt0100666
496,tt0120611,tt0370244,tt0286610,tt0100666
497,tt0120611,tt0370244,tt0286610,tt0100666
498,tt0120611,tt0370244,tt0286610,tt0100666
499,tt0120611,tt0080855,tt0286610,tt0073655
500,tt0120611,tt0080855,tt0286610,tt0073655
501,tt0120611,tt0080855,tt0286610,tt0073655
502,tt0120611,tt0080855,tt0286610,tt0073655
503,tt0120611,tt0080855,tt0286610,tt0073655
504,tt0120611,tt0080855,tt0286610,tt0073655
505,tt0120611,tt0080855,tt0286610,tt0073655
506,tt0120611,tt0080855,tt0286610,tt0073655
507,tt0120611,tt0080855,tt0286610,tt0073655
508,tt0120611,tt0080855,tt0286610,tt0001032
509,tt0120611,tt0080855,tt0286610,tt0043147
510,tt0120611,tt0080855,tt0038733,tt0038046
511,tt0120611,tt0113981,tt0038733,tt0086379
512,tt0120611,tt0113981,tt0038733,tt0086379
513,tt0120611,tt0113981,tt0038733,tt0086379
514,tt0120611,tt0113981,tt0038733,tt0086379
515,tt0120611,tt0115695,tt0038733,tt0086379
516,tt0120611,tt0115695,tt0038733,tt0086379
517,tt0220173,tt0218641,tt0038733,tt0025712
518,tt0220173,tt0218641,tt0038733,tt0025712
519,tt0220173,tt0218641,tt0038733,tt0405422
520,tt0220173,tt0218641,tt0038733,tt0405422
521,tt0220173,tt0218641,tt0038733,tt0405422
522,tt0220173,tt0218641,tt0038733,tt0405422
523,tt0342636,tt0218641,tt0038733,tt0405422
524,tt0342636,tt0084747,tt0038733,tt0405422
525,tt0342636,tt0084747,tt0038733,tt0423088
526,tt0342636,tt0084747,tt0038733,tt0765447
527,tt0390005,tt0384212,tt0038733,tt0765447
528,tt0390005,tt0762101,tt0038733,tt0765447
529,tt0149691,tt0069497,tt0038733,tt0765447
530,tt0149691,tt0106639,tt0038733,tt0765447
531,tt0149691,tt0106639,tt0038733,tt0765447
532,tt0149691,tt0106639,tt0038733,tt0765447
533,tt0149691,tt0106639,tt0038733,tt0765447
534,tt0149691,tt0106639,tt0038733,tt0765447
535,tt0149691,tt0104926,tt0038733,tt0765447
